,0
2996,4
2997,7
2998,7
2999,5
3000,5
3001,5
3002,3
3003,6
3004,6
3005,6
3006,6
3007,1
3008,1
3009,1
3010,5
3011,1
3012,2
3013,6
3014,6
3015,6
3016,6
3017,1
3018,1
3019,1
3020,5
3021,1
3022,5
3023,5
3024,5
3025,1
3026,1
3027,1
3028,5
3029,1
3030,6
3031,1
3032,2
3033,1
3034,5
3035,6
3036,6
3037,1
3038,1
3039,1
3040,1
3041,5
3042,5
3043,4
3044,1
3045,7
3046,5
3047,5
3048,3
3049,4
3050,5
3051,5
3052,3
3053,1
3054,4
3055,7
3056,7
3057,6
3058,6
3059,2
3060,2
3061,3
3062,3
3063,3
3064,3
3065,4
3066,4
3067,4
3068,4
3069,4
3070,3
3071,4
3072,4
3073,7
3074,6
3075,5
3076,7
3077,7
3078,2
3079,2
3080,7
3081,6
3082,2
3083,2
3084,2
3085,2
3086,4
3087,4
3088,4
3089,4
3090,7
3091,4
3092,7
3093,7
3094,1
3095,1
3096,1
3097,1
3098,1
3099,6
3100,1
3101,1
3102,6
3103,6
3104,6
3105,1
3106,1
3107,1
3108,1
3109,1
3110,2
3111,6
3112,6
3113,6
3114,5
3115,3
3116,1
3117,2
3118,2
3119,2
3120,2
3121,2
3122,6
3123,2
3124,1
3125,1
3126,6
3127,1
3128,6
3129,6
3130,5
3131,1
3132,6
3133,2
3134,2
3135,2
3136,2
3137,6
3138,2
3139,5
3140,1
3141,1
3142,5
3143,3
3144,5
3145,3
3146,3
3147,4
3148,4
3149,7
3150,4
3151,7
3152,7
3153,7
3154,5
3155,5
3156,3
3157,4
3158,7
3159,6
3160,6
3161,1
3162,4
3163,7
3164,4
3165,4
3166,4
3167,4
3168,7
3169,7
3170,7
3171,5
3172,3
3173,4
3174,7
3175,7
3176,7
3177,4
3178,4
3179,7
3180,5
3181,3
3182,4
3183,7
3184,7
3185,6
3186,1
3187,1
3188,6
3189,6
3190,1
3191,1
3192,6
3193,6
3194,6
3195,1
3196,1
3197,6
3198,6
3199,6
3200,1
3201,1
3202,2
3203,2
3204,6
3205,1
3206,1
3207,1
3208,6
3209,6
3210,6
3211,6
3212,6
3213,2
3214,2
3215,2
3216,2
3217,5
3218,3
3219,3
3220,5
3221,5
3222,5
3223,1
3224,1
3225,1
3226,2
3227,6
3228,5
3229,5
3230,5
3231,3
3232,3
3233,4
3234,7
3235,3
3236,2
3237,2
3238,4
3239,4
3240,4
3241,4
3242,5
3243,5
3244,4
3245,3
3246,3
3247,4
3248,4
3249,7
3250,5
3251,5
3252,4
3253,4
3254,3
3255,1
3256,5
3257,3
3258,4
3259,4
3260,4
3261,7
3262,5
3263,3
3264,4
3265,3
3266,4
3267,7
3268,7
3269,5
3270,5
3271,5
3272,4
3273,4
3274,7
3275,5
3276,6
3277,6
3278,1
3279,2
3280,6
3281,6
3282,6
3283,6
3284,1
3285,1
3286,1
3287,1
3288,3
3289,1
3290,6
3291,6
3292,6
3293,6
3294,1
3295,1
3296,2
3297,2
3298,2
3299,2
3300,2
3301,2
3302,6
3303,6
3304,6
3305,1
3306,2
3307,2
3308,2
3309,2
3310,2
3311,2
3312,1
3313,2
3314,1
3315,1
3316,1
3317,5
3318,3
3319,3
3320,4
3321,1
3322,4
3323,4
3324,7
3325,7
3326,6
3327,6
3328,7
3329,6
3330,1
3331,7
3332,6
3333,5
3334,3
3335,4
3336,7
3337,5
3338,1
3339,1
3340,6
3341,6
3342,5
3343,1
3344,7
3345,6
3346,6
3347,2
3348,5
3349,3
3350,4
3351,7
3352,7
3353,7
3354,6
3355,5
3356,5
3357,7
3358,3
3359,3
3360,7
3361,7
3362,6
3363,6
3364,7
3365,7
3366,7
3367,1
3368,2
3369,2
3370,2
3371,6
3372,6
3373,6
3374,1
3375,1
3376,6
3377,1
3378,6
3379,6
3380,1
3381,6
3382,6
3383,6
3384,1
3385,6
3386,6
3387,6
3388,6
3389,1
3390,2
3391,2
3392,6
3393,5
3394,5
3395,2
3396,2
3397,6
3398,1
3399,2
3400,2
3401,6
3402,6
3403,6
3404,1
3405,2
3406,2
3407,6
3408,6
3409,1
3410,7
3411,6
3412,6
3413,1
3414,5
3415,1
3416,6
3417,3
3418,3
3419,4
3420,4
3421,4
3422,7
3423,7
3424,7
3425,7
3426,1
3427,2
3428,6
3429,6
3430,7
3431,4
3432,7
3433,7
3434,2
3435,2
3436,4
3437,4
3438,4
3439,7
3440,7
3441,1
3442,3
3443,3
3444,4
3445,2
3446,5
3447,4
3448,4
3449,4
3450,7
3451,7
3452,7
3453,7
3454,4
3455,7
3456,5
3457,5
3458,1
3459,6
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,2
3467,2
3468,6
3469,2
3470,1
3471,1
3472,6
3473,6
3474,6
3475,2
3476,2
3477,2
3478,2
3479,2
3480,6
3481,6
3482,6
3483,2
3484,1
3485,1
3486,1
3487,2
3488,6
3489,6
3490,6
3491,6
3492,6
3493,6
3494,6
3495,5
3496,5
3497,1
3498,6
3499,6
3500,6
3501,6
3502,5
3503,1
3504,7
3505,6
3506,6
3507,1
3508,6
3509,6
3510,5
3511,5
3512,3
3513,3
3514,5
3515,5
3516,3
3517,3
3518,3
3519,5
3520,5
3521,1
3522,7
3523,5
3524,1
3525,7
3526,2
3527,7
3528,4
3529,7
3530,7
3531,7
3532,7
3533,7
3534,3
3535,4
3536,5
3537,3
3538,4
3539,5
3540,3
3541,4
3542,4
3543,3
3544,4
3545,4
3546,7
3547,7
3548,7
3549,6
3550,6
3551,6
3552,6
3553,6
3554,6
3555,6
3556,2
3557,2
3558,6
3559,6
3560,6
3561,6
3562,6
3563,6
3564,6
3565,6
3566,1
3567,2
3568,2
3569,6
3570,1
3571,6
3572,6
3573,6
3574,5
3575,1
3576,5
3577,1
3578,6
3579,6
3580,6
3581,6
3582,1
3583,6
3584,6
3585,6
3586,6
3587,6
3588,6
3589,5
3590,3
3591,3
3592,7
3593,5
3594,1
3595,1
3596,7
3597,7
3598,3
3599,4
3600,7
3601,7
3602,4
3603,4
3604,4
3605,3
3606,3
3607,3
3608,4
3609,7
3610,5
3611,3
3612,3
3613,7
3614,5
3615,5
3616,1
3617,1
3618,7
3619,3
3620,7
3621,7
3622,5
3623,4
3624,7
3625,3
3626,4
3627,7
3628,7
3629,3
3630,4
3631,4
3632,7
3633,5
3634,3
3635,3
3636,3
3637,4
3638,4
3639,4
